,brands,code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g
6776,La Belle Chaurienne,3245361001120,Cassoulet au canard,134.0,557.0,6.7,0.5,6.0,2.2,11.0,4.7,0.8,0.32,3.0,0.0,4.0625
6777,"Marque Repère, Notre Jardin",3564700005118,Lentilles,79.0,395.0,13.0,0.5,0.5,0.1,7.1,4.3,0.48,0.192,4.0,0.0,0.0
6778,Gayelord Hauser,3229820144160,Levure de bière & sélénium,315.0,1319.0,15.0,3.8,5.2,2.4,39.5,25.0,0.125,0.05,4.0,,0.0
6779,Bjorg,3229820789828,Galettes céréales Lentilles et curry,182.0,,22.0,1.1,7.1,2.5,5.8,3.6,0.78,0.312,3.0,4.0,36.1625
6780,vahiné,3179140163818,Levure chimique,80.0,334.0,20.0,0.0,0.0,0.0,0.0,0.0,54.6,21.84,4.0,,0.0
6781,Saint Michel,3178530408546,madeleines,425.0,1776.0,55.0,29.0,21.0,2.9,5.1,1.6,0.69,0.276,4.0,18.0,18.2666666666667
6782,"Carrefour, Simpl",3245414638938,Fromage blanc,71.0,299.0,4.8,4.3,2.8,1.9,6.7,0.0,0.1,0.04,3.0,0.0,0.0
6783,Soléou,3259810012599,HUILE OLIVE VE BIO,900.0,,0.0,0.0,100.0,11.9,0.0,,0.0,0.0,2.0,-1.0,100.0
6784,Carapelli,8002470023765,Huile d'olive vierge extra Bio Classico,821.0,3374.0,0.0,0.0,91.0,14.0,0.0,,0.0,0.0,2.0,0.0,100.0
6785,Saguaro,4056489105619,Eau petillante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03625,0.0145,1.0,0.0,0.0
6786,Coca-Cola,54492790,Cherry,43.0,182.0,10.7,10.7,0.0,0.0,0.0,,0.03,0.012,4.0,12.0,0.0
6787,Gallina Blanca,8410300349952,Yatekomo Pollo,287.0,,38.0,1.4,12.0,6.0,6.6,,2.5575,1.023,4.0,6.0,0.0
6788,La Belle Chaurienne,3245361002240,Cassoulet au Canard,134.0,565.6,6.7,0.5,6.0,2.2,11.0,0.0,0.8,0.32,3.0,2.0,0.0
6789,ITAL PASSION,3760077537249,Grissini artigianali,476.0,1997.0,60.0,2.1,19.0,2.1,13.0,6.6,1.6,0.64,3.0,10.0,0.0
6790,Hero,8410175032904,Mermelada de fresas de temporada,219.0,931.0,53.0,50.0,0.1,0.0,0.6,1.5,0.0,0.0,4.0,14.0,68.75
6791,Saint Eloi,3250390005179,Lentilles préparées,82.0,347.0,12.0,0.5,0.5,0.1,5.7,3.5,0.81,0.324,4.0,2.0,50.0
6792,Picard,3270160873555,4 Röstis de légumes et cheddar,118.0,491.0,10.0,1.9,6.2,2.7,3.9,2.4,0.4,0.16,3.0,2.0,51.3989732142857
6793,Nestlé,3387390320558,Chocolate Fitness Special K,90.005,,15.51,4.019,2.1385,0.681,1.8095,1.715,0.07755,0.03102,4.0,8.0,0.0
6794,"Delacre, Ferrero",3116430057761,Bruges Assortment Biscuits,510.0,2135.0,63.5,39.6,25.7,14.9,4.9,,0.34,0.136,4.0,28.0,5.225
6795,"Carrefour, Carrefour Sensation",3560071013035,Crunchy Chocolat noir intense,441.0,1851.0,62.0,19.0,15.0,3.8,10.0,9.0,0.1,0.04,4.0,8.0,0.0
6796,Ybarra,8410086311501,Mayonesa,616.0,2533.0,3.3,3.0,66.0,7.0,0.8,,1.4,0.56,4.0,19.0,0.518749999999997
6797,Hacendado,8480000503718,Queso fundido sandwich,288.0,1205.0,9.9,1.6,20.0,14.0,17.0,,2.655,1.062,4.0,20.0,0.0
6798,Hacendado,8480000167149,Maiz,75.0,,9.3,4.7,2.3,0.5,2.6,,0.4925,0.197,3.0,-1.0,85.5534065028554
6799,Hacendado,8480000511911,Queso fresco vaca,170.0,,5.4,3.7,11.4,7.7,11.8,,0.85,0.34,3.0,10.0,0.0
6800,Sunny Delight,8414100302643,Florida,13.0,56.0,2.6,2.4,0.0,0.0,0.0,,0.05,0.02,4.0,7.0,5.0
6801,GEIA FOOD AS,8008343200486,Rummo Fusilli 500g,356.0,,69.5,3.1,1.6,0.3,14.5,2.9,,,,,0.0
6802,Philadelphia,7622210103673,Original,75.0,,0.9,0.8,7.4,4.9,1.2,0.1,0.8,0.32,4.0,25.0,0.0
6803,Hacendado,8480000144232,Galletas tradicionales,448.0,,72.0,26.0,15.0,7.0,5.0,2.3,0.53,0.212,4.0,20.0,0.0
6804,"Mondelez International, Toblerone",7614500035788,Milk Chocolate Bar,528.0,2209.0,61.0,60.0,29.0,17.0,5.6,2.4,0.12,0.048,4.0,31.0,1.6
6805,Don Simón,8410261626802,Limonada natural light,23.0,97.0,5.6,5.6,0.0,0.0,0.1,0.0,0.01,0.004,4.0,10.0,15.0
6806,"Carrefour,Simpl",3560071000035,Morceaux de thon,102.0,434.0,0.0,0.0,0.7,0.2,24.0,,1.0,0.4,3.0,-2.0,0.0
6807,Pringles,5053990155385,Sour cream & onion,525.0,2237.0,56.0,2.5,30.0,2.8,6.0,3.4,1.3,0.52,4.0,13.0,0.710227272727273
6808,"Le Fromage Fouetté Madame Loïk, Paysan Breton",3412290070583,Fromage tartinable ail et fines herbes,245.0,1011.0,3.6,3.0,23.0,16.0,5.8,,1.3,0.52,4.0,17.0,2.4
6809,1664,3080216055428,Bière Blonde sans alcool 1664,15.0,63.0,3.4,0.0,0.0,0.0,0.3,,0.01,0.004,4.0,,0.0
6810,Cafés Méo,3261342002108,Pur Arabica Moulu biologique,,,,,,,,,,,1.0,-2.0,0.0
6811,Suzi Wan,4002359013119,Nouilles aux œufs,162.0,685.0,31.0,1.0,1.4,0.3,5.7,1.6,0.34,0.136,,1.0,0.0
6812,Alsa,3027030012749,Flan entremets au bon goût de vanille,84.0,,14.0,13.0,1.5,1.0,3.2,,0.13,0.052,4.0,,0.0
6813,Rama,8719200041219,Cremefine zum Kochen 7% Fett,89.0,,4.8,2.6,7.4,2.5,1.1,,0.07,0.028,4.0,3.0,5.25
6814,Tastini,4056489189121,,31.0,,5.7,0.3,0.1,,1.1,1.4,0.275,0.11,3.0,,0.0
6815,Weihenstephan,4008452010222,Butter,745.0,3074.0,1.0,1.0,82.0,55.0,0.6,,0.04,0.016,2.0,20.0,0.0
6816,Pita original,8714535110081,Pita original,243.0,1030.0,48.5,1.9,1.0,0.2,8.4,3.0,1.0,0.4,4.0,4.0,0.0
6817,Solution pharm,5012345678900,Цинк,68.0,,8.5,8.5,0.0,0.0,0.1,,0.0,0.0,4.0,,12.75
6818,Fleury Michon,3302740031038,Le Rougail Saucisse et son riz créole,155.0,650.0,16.0,1.9,7.6,2.1,5.1,1.3,0.725,0.29,3.0,4.0,27.675
6819,Hacendado,8480000821904,Tomate,522.0,2181.0,53.0,5.0,30.0,3.4,8.6,3.1,1.2,0.48,3.0,14.0,0.4
6820,Devin,3800000600593,Devin изворна,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0
6821,Italiamo,20216702,Sfogliatine glassate,539.0,2204.0,54.0,14.0,32.0,18.0,7.8,0.0,1.1,0.44,4.0,24.0,0.7
6822,Devin,3800000600562,Loading…,,,,,,,,,,,,0.0,0.0
6823,Leroux,3067140013113,Chicorée Nature,318.0,1334.0,57.9,25.8,1.0,0.2,3.7,31.2,0.36,0.144,1.0,,100.0
6824,JACOBS DOUWE EGBERTS NORGE AS,8003753900520,caffè in grani classico,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
6825,Zlatna Dobrudzha,3800082900567,,381.3,,72.4,2.7,4.5,2.3,8.4,1.8,2.5,1.0,4.0,18.0,0.0
6826,Crownfield,20310622,Мюсли с лешници,471.797323135755,,75.6,18.0,19.0,0.0,9.0,11.6,0.0,0.0,4.0,2.0,7.5
6827,Milbona,4056489192930,Parmigiano Reggiano AOP en copeaux,120.6,505.0,0.0,0.0,8.91,5.88,9.72,0.0,0.48075,0.1923,3.0,15.0,0.0
6828,Italiamo,4056489042396,Le Sfoglie,160.0,,16.0,6.0,9.0,,2.0,1.0,0.2375,0.095,4.0,,0.0
6829,Lavazza,8000070032835,Café Il Mattino Lavazza,,,,,,,,,,,1.0,-2.0,0.0
6830,Maxi sticks,3800116400001,Хрус-хрус,410.0,,75.5,2.1,6.2,1.8,13.0,3.7,3.62,1.448,4.0,23.0,0.0
6831,"U, U Bio",3256228686572,Céréales Muesli croustillant fruits rouges sachet 350g,385.0,1620.0,61.0,21.0,10.0,1.3,8.8,7.9,0.15,0.06,3.0,6.0,4.7
6832,Coca-Cola,5449000233295,Coca-Cola sans sucres sans caféine,0.3,1.0,0.0,0.0,0.0,0.0,0.0,,0.01,0.004,4.0,4.0,0.0
6833,Fleury Michon,3302740046728,Poisson à la Bordelaise & écrasé de pommes de terre,130.0,543.0,9.8,1.7,7.1,2.8,6.2,1.0,0.73,0.292,3.0,4.0,11.8805208333333
6834,Cheetos,8410199150905,Rizos Sabor,504.0,2108.0,63.0,6.5,26.0,2.6,5.9,1.5,1.6,0.64,4.0,16.0,0.0
6835,Hacendado,8480000237736,Chocolate negro 72%,568.0,2356.0,32.0,27.0,42.0,26.0,10.0,11.0,0.03,0.012,4.0,19.0,0.0
6836,Lorina,3551720205048,"PET 1,25L LORINA LIMONADE DOUB",16.0,117.0,3.9,3.9,0.0,0.0,0.0,,0.01,0.004,4.0,9.0,0.0
6837,Jordans,5010477361639,Bio country crisp,447.0,,62.9,19.0,16.0,1.9,9.8,6.0,0.03,0.012,4.0,8.0,11.125
6838,Milbona,4056489532866,Queso Fresco ORIGINAL,238.0,996.0,3.0,3.0,22.5,15.7,5.5,0.0,0.65,0.26,4.0,13.0,0.0
6839,Robinsons,5000147030149,Robinsons Apple & Blackcurrant,2.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.03,0.012,4.0,4.0,10.0
6840,Hacendado,8480000225115,Cacao Avellana,541.0,2255.0,55.6,45.9,32.2,10.5,5.2,3.8,0.13,0.052,4.0,28.0,18.0
6841,Fleury Michon,3302740064548,Tendre Poulet Goût Rôti 4 tranches,108.0,,0.5,0.5,2.9,0.9,20.0,,1.8,0.72,4.0,2.0,0.0
6842,Sante A.Kowalski sp.j,5900617034786,ENERGY,242.0,,28.0,17.0,12.5,3.9,4.6,1.3,0.00065,0.00026,4.0,,25.5
6843,HACENDADO,8480000865106,hamburguesas de berenjenas,195.0,816.0,12.4,2.1,10.7,1.2,10.4,3.8,1.54,0.616,4.0,4.0,47.5
6844,Rivercote,40874319,ORIGINAL RYE CRISPBREAD,356.0,,68.7,2.1,1.4,0.3,10.0,,0.13,0.052,3.0,0.0,0.0
6845,"Extra, Wrigley’s",4009900482776,Wrigleys Extra Spearmint 84g,153.0,637.0,62.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,,0.0
6846,Lidl,4056489038627,Protein Bar Chocolate Brownie,368.0,1548.0,25.4,2.4,10.0,6.1,50.0,,1.0,0.4,4.0,,0.0
6847,Isey,5690845000621,Skyr sans lactose Stracciatella,71.0,,3.8,2.9,2.2,1.4,9.0,,0.1275,0.051,4.0,-2.0,0.0
6848,Hacendado,8480000867506,Pan cereales sin gluten,244.0,,34.1,3.0,7.7,0.0,4.1,11.1,1.3,0.52,4.0,3.0,4.1875
6849,Jacobs,5000137002965,Twiglets Original,105.0,,14.3,,3.3,,3.1,,,,,,0.0
6850,Sante,5900617034809,Vitamin coconut bar,481.0,,55.0,39.0,27.0,21.0,3.5,6.8,0.345,0.138,4.0,,28.0
6851,Excelo,12301218,,564.0,,,63.0,20.4,,6.2,,,,,,
6852,"Ferrero,Kinder",8000500384794,Kinder tronky,521.0,2177.0,57.1,43.2,27.8,14.2,9.8,,0.427,0.1708,4.0,30.0,0.5
6853,Coop,5000128104524,Semi-Skimmed Milk,50.0,,4.8,4.8,1.8,1.1,3.6,0.0,0.25,0.1,1.0,1.0,0.0
6854,"Stockwell & Co, Tesco",5057545696651,Roasted & Salted Peanuts,645.0,,9.6,4.5,53.4,7.7,28.6,5.8,0.885,0.354,3.0,5.0,83.3333333333333
6855,Birds Eye,5000116123919,Chicken Dippers,271.0,,42.0,30.0,10.0,7.4,2.9,0.6,0.000175,7e-05,4.0,18.0,5.72916666666667
6856,Valencia,6111251750751,Nectar orange 0%,25.0,,4.9,4.9,0.1,0.0,0.9,,,,4.0,,58.3333333333333
6857,Kelly's,8695077028624,Kelly's Fitness Club crunchy muesli with dried fruit,399.0,,71.8,18.7,11.2,4.6,8.3,,1.0,0.4,,17.0,
6858,Tesco,5057545952931,Clear Honey,331.0,1385.0,82.4,82.4,0.0,0.0,0.3,0.2,0.03,0.012,2.0,19.0,0.0
6859,Napolina,5010061000098,tomato puree,89.0,373.0,15.6,15.6,0.4,0.0,4.5,2.3,0.35,0.14,1.0,3.0,75.0
6860,The Laughing Cow,3073781160031,Light Cheese Triangles,147.0,616.0,6.0,6.0,7.0,4.7,15.0,,1.5,0.6,4.0,7.0,0.0
6861,Findus,3599741006329,Épinards Branches à la Crème,68.0,286.0,5.8,1.9,3.1,2.0,3.5,1.6,0.6,0.24,3.0,0.0,69.0
6862,Itsu,5060262485286,Rice noodles Satay flavour,229.0,,43.0,3.1,3.5,0.6,5.5,2.2,2.4,0.96,4.0,3.0,0.253907918930054
6863,Kellogg's,5059319021218,Choco Pops Cereals,380.0,,77.0,22.0,2.2,1.0,10.0,6.0,0.67,0.268,4.0,10.0,0.0
6864,"Doritos, Dr Organic",5000328697796,Doritos Mild Salsa 300g,35.0,,6.6,4.7,0.2,0.2,1.4,0.7,1.485,0.594,4.0,3.0,82.5883333333334
6865,Belazu,5030343004330,Rose Harissa Paste,459.0,1891.0,9.5,4.1,44.2,11.0,2.2,4.3,4.0,1.6,3.0,33.0,27.34375
6866,Tuc,5000168002286,Tuc,26.0,109.0,2.7,0.3,1.5,0.7,0.3,0.1,,,4.0,,0.0
6867,Stork,8719200070738,Spread,619.0,,0.5,0.5,70.0,19.0,0.5,,1.4,0.56,2.0,14.0,
6868,Marks & Spencer,00515221,Medium Wholemeal Super Soft Loaf,226.0,,0.7,,15.7,3.9,20.3,0.6,0.05525,0.0221,4.0,,0.0
6869,Tesco,5000436101925,Lasagne Pasta,268.0,,53.4,1.6,1.2,0.2,9.7,2.6,0.1,0.04,1.0,-2.0,0.0
6870,McCain,5010228001845,Crispy French Fries,148.0,,21.0,0.5,5.5,0.6,2.7,,0.365,0.146,4.0,1.0,0.0
6871,Asda,5054781498070,Asda extra special Wholemeal & bread,254.0,1069.0,36.0,2.5,5.6,0.8,11.0,7.8,0.59,0.236,3.0,-4.0,0.1475
6872,Heinz,50457014,Heinz Seriously Good Squeezy Mayonnaise,644.0,,3.0,1.5,70.0,5.3,0.8,,1.0,0.4,2.0,5.0,68.0
6873,Tesco,5051140474263,Wholegrain mustard,188.0,,9.0,2.7,12.3,1.4,8.6,,3.0,1.2,3.0,17.0,0.0
6874,Rowan Hill Bakery,20720018,Plain Bagels,224.0,937.0,43.3,4.3,1.5,0.2,7.8,2.9,0.669375,0.26775,4.0,3.0,1.59958333333334
6875,Sharwood’s,5000197153959,Night time teabags x20,,1020.0,59.5,44.7,0.5,0.1,0.5,0.5,2.9,1.16,3.0,29.0,41.0
6876,Rakusen's,5010112006161,Matzo,357.0,1513.0,79.0,2.8,1.0,0.0,10.0,4.3,0.015,0.006,1.0,-2.0,0.0
6877,Whole Earth,5013665116257,Golden Roasted Peanut Butter Drizzle imp,596.0,2470.0,11.6,5.9,46.0,8.7,29.6,,0.0,0.0,1.0,-2.0,100.0
6878,Mama,8851876201549,Mama Instant Rice Noodles,353.0,1497.0,80.0,0.0,0.5,0.3,6.0,2.1,0.17,0.068,3.0,,0.0
6879,Aldi,4088600304663,Bolognese pasta sauce,46.0,,8.8,6.8,0.5,0.1,1.1,1.1,,,4.0,,95.5
6880,"Georgelin,Lucien Georgelin",3330720244024,Oranges Clémentines Citrons sans sucres ajoutés,84.0,350.0,20.4,20.4,0.5,0.1,0.8,18.1,0.02,0.008,4.0,2.0,38.8392857142857
6881,Cauldron,5013683306715,Morrocan Falaffels,239.0,1003.0,36.0,6.5,6.5,0.8,6.0,6.0,0.8,0.32,3.0,0.0,48.8
6882,PHILADELPHIA,0021000612239,cream cheese,100.0,,1.0,1.0,10.0,6.0,2.0,,0.275,0.11,4.0,17.0,0.0
6883,"Morrisons, Patak s",5011308325776,Patak's Plain Pappadums x 8,37.0,,3.1,0.1,2.0,0.1,1.5,0.7,0.425,0.17,4.0,19.0,84.845
6884,"M&S, Marks & Spencer, Marks and Spencer",00246231,Soft White,250.0,,46.7,3.2,2.4,0.5,8.2,4.3,0.885,0.354,4.0,2.0,0.0
6885,Tilda,5011157888156,Indian Style Pilau Rice,165.0,,31.5,0.2,2.7,0.3,3.2,1.3,,,4.0,,0.0
6886,Tesco,5052320752782,Orzo,177.0,752.0,35.4,0.7,0.4,0.1,6.9,2.3,0.01,0.004,1.0,0.0,0.0
6887,Dave's Killer Bread,0013764027220,Organic Bread,110.0,,20.0,2.0,2.0,0.0,4.0,2.0,0.425,0.17,4.0,3.0,2.5
6888,Tesco,5051898663902,Vegetable stock cubes,8.0,33.0,0.8,,0.5,,0.2,0.1,0.7875,0.315,4.0,,5.0
6889,Milbona,4056489383529,Greek Natural Yogurt,124.0,513.0,5.2,4.8,9.3,6.4,4.5,,0.11,0.044,1.0,7.0,0.0
6890,Hellmann's,8720182592132,Light mayo,269.0,1125.0,6.1,2.3,26.0,2.6,0.5,,0.017,0.0068,4.0,5.0,25.0085
6891,,6111242680036,Arroz gigala,354.0,,80.0,0.10000000149012,0.69999998807907,0.20000000298023,6.0999999046326,,0.30000001192093,0.12,,3.0,
6892,Bisto,5000354923692,Bisto gravy,397.0,,59.8,12.2,16.3,11.2,1.7,2.1,14.0925,5.637,4.0,37.0,0.0155400815217348
6893,PRIME,0850003560670,PRIME Blue Raspberry,20.0,,5.0,2.0,0.0,,0.0,,0.02,0.008,4.0,4.0,0.0
6894,Bisto,5000354922831,Beef Gravy,350.0,1477.0,68.1,2.1,6.5,3.4,0.5,0.9,0.5,0.2,4.0,,3.125
6895,Leaderfood,6111242040830,Leaser chips fromage+oignons,545.0,,45.0,30.0,37.0,30.0,5.0,,1.0,0.4,,28.0,0.0
6896,Belbake,4056489647799,Golden Syrup,319.0,1356.0,79.0,79.0,0.1,0.1,0.3,0.0,0.68,0.272,4.0,22.0,0.0
6897,,5920210008748,Beurre de cacahuete,583.0,,24.8,2.75,48.2,9.9,24.3,,1.25,0.5,,11.0,
6898,Lizi's,5060043224585,Low Sugar Maple & Pecan Granola imp,478.0,2000.0,50.7,2.4,23.2,3.1,12.1,9.2,0.3,0.12,4.0,-1.0,25.75
6899,New Covent Garden Soup Co,5056053305864,Lentil & Smoked Bacon soup,171.0,,16.0,2.2,4.8,1.5,14.0,4.5,1.2,0.48,4.0,0.0,31.8682051041985
6900,Sainsburys,00176422,Mixed Bean Salad,108.0,457.0,16.7,4.2,0.8,0.2,6.0,5.1,0.48,0.192,3.0,-2.0,64.8916666666667
6901,Sainsbury,01098037,Sun-Dried Tomato Antipasto,190.0,,12.0,5.8,15.0,1.8,3.0,6.2,3.1575,1.263,,16.0,5.625
6902,Pepsi,6111252420028,Pepsi Pet,42.0,,11.0,11.0,0.0,0.0,0.0,,0.0,0.0,,12.0,
6903,Sainsbury's,00181495,Stonebaked Margherita Hand Stretched Pizza,339.0,,46.4,5.6,9.8,4.5,17.8,3.3,0.895,0.358,4.0,5.0,18.64453125
6904,,3341430510026,Tam,233.0,,0.1,0.1,14.2,0.55,25.8,,1.0,0.4,,-1.0,
6905,,6111245340272,Fromage fondu hamburger,280.0,,5.0,3.0,20.0,13.0,15.0,,3.75,1.5,4.0,25.0,0.0
6906,Bio&Me,5060853640063,Oats & Plenty Super Seedy & Nutty Porridge,426.0,,53.8,8.6,15.6,4.2,13.0,10.1,0.03,0.012,4.0,6.0,21.4666666666667
6907,Sainsbury's,00179768,Fast Action Dried Yeast 8 Sachets,323.0,1356.0,17.6,13.9,3.4,1.2,44.8,21.1,0.35,0.14,4.0,,0.0
6908,,6111250472432,Greenwood verveine,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
6909,,6118000032069,,,,,,,,,,,,,,
6910,Excelo,6111259340473,Momo White,494.0,,70.0,27.0,21.0,9.9,7.0,,0.17,0.068,4.0,22.0,0.0
6911,,6111040008490,,,,,,,,,,,,,,
6912,SADAPACK,5285001952274,,,,,,,,,,,,,,
6913,,6111252420530,"Miranda citron 1,5L",45.0,188.0,12.0,12.0,0.0,0.0,0.0,,0.0,0.0,4.0,13.0,0.0
6914,michoc,6111195021030,Leka cream,,,,,,,,,0.0,0.0,4.0,,0.0
6915,,6111262584499,Pâte à tartiner aux noisettes,517.0,,62.5,61.7,28.4,6.5,2.7,,12.0,4.8,,27.0,
6916,"Sainsbury's, Sainsbury's basic",01483246,Mozzarella,245.0,,1.5,1.5,18.5,13.0,18.0,0.0,0.4925,0.197,3.0,8.0,0.0
6917,Marks & Spencer,29310456,Grano high fibre seeded,440.0,,58.2,5.8,15.7,1.5,11.9,9.0,0.03,0.012,4.0,-2.0,32.31875
6918,Naturya,5060238483704,superfood organic Hot Chocolate,382.0,1611.0,67.0,55.0,5.1,3.0,11.0,12.0,0.07,0.028,4.0,,0.0
6919,null,6111203006332,,270.0,,6.0,3.6,21.0,12.0,12.0,,6.0,2.4,,30.0,0.0
6920,Arla,4100290068615,Kaergarden,589.0,2422.0,0.5,0.5,65.0,34.0,0.5,,0.01,0.004,2.0,18.0,13.0
6921,Hacendado,8402001013829,Arándanos,402.0,1697.0,76.0,34.0,8.0,2.5,5.0,3.0,0.81,0.324,,20.0,
6922,,6111266750937,Tchico xxl,427.0,,70.0,27.0,13.0,0.0,6.3,5.0,1.4,0.56,,16.0,
6923,,6111028000713,fromage Enfant 96p,,,,,,,,,,,,,
6924,"Azura, Disma International",3504182960345,Tomates cerises allongées,19.3,,2.49,2.48,0.26,0.06,0.86,1.2,0.0,0.0,1.0,-5.0,100.0
6925,Danone,3033491976544,Danone Hipro + fruits rouges,54.0,,3.8,3.4,0.1,0.1,9.4,,0.11,0.044,4.0,-3.0,7.5
6926,it,6111269301174,GOÛTER,480.0,1929.0,65.0,39.0,22.0,14.0,6.4,,0.6,0.24,,,
6927,,8695077081100,,,,,,,,,,,,,,
6928,,6111250476515,,,,,,,,,,,,,,
6929,DmBio,4067796002003,Haferdrink Natur,40.0,168.0,6.0,5.2,1.4,0.2,0.6,0.5,0.13,0.052,3.0,7.0,0.0
6930,Hacendado,8402001021541,Pan integral de molde sin corteza,126.0,,19.6,1.008,2.744,0.504,5.2024,3.601,0.5544,0.22176,4.0,-1.0,0.0
6931,,6111246952047,6111246952047,,,,,,,,,,,,,
6932,"Ja!, Rewe",4337256690508,Remoulade,601.0,,5.0,3.7,64.0,4.8,0.6,0.5,1.18,0.472,3.0,17.0,65.0
6933,Chergui,6111126005757,الشركي بروتين,59.0,59.0,5.5,4.9,0.7,0.3,8.0,,0.12,0.048,,-3.0,0.0
6934,,3610340652356,,,,,,,,,,,,,,
6935,Milka,7622201491567,milka triple chocolat avec morceaux de biscuits,,,,,,,,,,,,,
6936,"Yoplait, les laitiers responsables",13297703,Brassé citron au lait entier,92.0,,12.0,10.8,2.7,1.8,3.3,,0.13,0.052,4.0,4.0,2.0
6937,Innocent,5038862165501,Innocent jus pomme & framboise 900ml,64.0,271.0,15.0,14.0,0.0,0.0,0.29,1.0,0.0,0.0,1.0,5.0,91.0
6938,Bonne Maman,3178530411492,gaufres au sucre perlé,450.0,1882.0,51.0,26.0,24.0,16.0,6.0,,1.2,0.48,4.0,27.0,0.0
6939,"Yop gf, Yoplait",3329770063297,YOP Parfum Vanille,66.0,279.0,10.7,10.5,0.8,0.5,3.0,,0.12,0.048,4.0,9.0,0.0
6940,EntreMont,3123930710737,L'emmental français extra fin,369.0,1532.0,0.5,0.5,29.0,19.0,27.0,,0.7,0.28,3.0,10.0,0.0
6941,"Ferrero, Nutella",3017620420078,Nutella,539.0,2252.0,57.5,56.3,30.9,10.6,6.3,0.0,0.107,0.0428,4.0,31.0,13.0
6942,Lactel,3428272110017,Lait Matin léger BiO,107.5,,12.0,12.0,3.0,2.0,8.25,,0.25,0.1,1.0,-1.0,0.0
6943,Jacquet,3029330068549,22 TRANCHES SANS CROUTE Nature Sans Sucres Ajoutés,264.0,1117.0,47.0,5.5,3.4,0.4,9.3,4.2,1.1,0.44,4.0,4.0,3.46153846153846
6944,Sojasun,3273220085349,sojasun chocolat,107.0,452.0,16.5,13.3,2.7,1.0,3.5,,0.1,0.04,4.0,3.0,0.0
6945,"Bio Village, Marque Repère",3564707082549,Moutarde de Dijon bio,157.0,651.0,3.0,1.7,12.0,0.8,7.5,3.5,5.8,2.32,3.0,20.0,0.0
6946,"Actimel, Danone",3033491213205,Actimel 100 g x 12 original,72.0,303.0,10.8,10.8,1.5,1.0,3.0,,0.1,0.04,4.0,10.0,0.0
6947,"Carrefour BIO, Carrefour",3270190127871,COOKIES Chocolat Noisettes,501.0,2093.0,58.0,27.0,26.0,11.0,7.1,3.8,0.31,0.124,4.0,23.0,7.37499999999999
6948,"Activia, Activia yoghurt fruits, Danone",3033491325250,Activia fraise,88.0,,11.8,11.4,2.8,2.0,3.7,,0.14,0.056,4.0,4.0,14.7
6949,Weetabix,5010029220629,Weetabix Avena Suave Oatibix,370.0,,59.0,1.1000000238419,8.0,1.5,11.0,9.0,0.029999999329448,0.012,1.0,-4.0,0.0
6950,"Canderel, Merisant",3329757002790,Sucralose,362.0,1510.0,90.0,90.0,0.0,0.0,0.0,0.0,0.01,0.004,4.0,,0.0
6951,Knorr,8714100769966,Knorr Soupe Liquide Mouliné de Légumes Variés du Potager 1L,27.0,115.0,4.2,1.0,0.5,0.3,0.9,1.0,0.62,0.248,4.0,3.0,0.0
6952,Suzi Wan,10023594,,68.0,,5.3,0.5,0.5,0.1,9.0,0.5,17.1,6.84,4.0,15.0,97.8331746031746
6953,"Fruit d'Or ProActiv, Pro activ, ProActiv, ProActiv Expert",8719200012837,ProActiv Expert Tartine et Gourmet Sans Huile de Palme,490.0,2049.0,0.0,0.0,55.0,12.0,0.0,0.0,0.5,0.2,4.0,7.0,30.0
6954,"Marque Repère, Les Croisés",3564700070307,Cœur de crème,351.0,1453.0,0.5,0.5,31.0,21.0,18.0,0.0,1.2,0.48,3.0,12.0,0.0
6955,"LU,Mondelez,Pépito",3017760589895,Mini Rollos Chocolat au Lait & Coeur fondant au Lait,509.0,2130.0,64.0,36.0,25.0,11.0,6.8,1.9,0.6,0.24,4.0,28.0,7.70833333333333
6956,Alter Eco,3700214610046,Chocolat noir aux éclats d'amandes,554.0,,45.0,38.0,36.0,18.0,7.9,9.1,0.01,0.004,4.0,22.0,12.0
6957,lu,7622210708885,Lu thé pocket,453.0,1907.0,73.0,26.0,14.0,6.7,7.5,3.4,0.7,0.28,4.0,20.0,0.0
6958,Tramier,3017239003723,Olives vertes dénoyautées -25% sel,181.0,745.0,0.7,0.5,18.0,3.6,1.2,0.0,2.5,1.0,3.0,12.0,98.0
6959,"Ebro Foods, Panzani",3038350023001,Coquillettes,361.0,1531.0,72.0,3.7,2.0,0.4,12.0,3.6,0.0,0.0,1.0,0.0,0.0
6960,Sojasun,3273220085196,Dessert café 4x100 g,84.0,356.0,13.8,10.5,1.7,0.3,3.3,,0.18,0.072,4.0,3.0,0.0
