,brands,code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
5224,na nature addicts,3609200001847,fruit stick framboise,327.0,1368.168,76.0,65.0,0.4,0.1,1.4,0.0775,0.031,4.0,14.0,94.6428571428571,0.8552631578947368,High,High Sugar,Yes
5225,maille mini,8722700430889,maille mini cornichons petits croquants bocal 210g,13.0,58.0,2.0,0.7,0.5,0.1,0.6,2.3,0.92,4.0,10.0,55.65,0.35,Low,Low Sugar,Yes
5226,lou perac,3023260031017,la brique pur brebis,305.0,1262.0,0.0,0.0,26.3,18.700000762939,17.0,1.5,0.6,3.0,14.0,0.0,,High,Low Sugar,No
5227,barilla,8076809576598,pesto rustico  basilico  zucchine,194.0,811.696,9.9,3.4,15.5,1.4,1.9,1.65,0.66,4.0,10.0,7.65625,0.3434343434343434,Moderate,Low Sugar,Yes
5228,cocacola,5449000017888,cola,42.0,180.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,1.0,Low,Moderate Sugar,Yes
5229,carrefour reflets de france,3245390028594,sel de guerande igp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.0,2.0,8.0,0.0,,Low,Low Sugar,No
5230,bonne maman,3045320074895,marmelade oranges ameres  bonne maman,240.0,1017.0,59.0,59.0,0.1,0.0,0.3,0.0,0.0,4.0,18.0,2.60416666666666,1.0,Moderate,High Sugar,Yes
5231,knorr unilever,8722700027775,soupe thai  nouilles champignons et pousses de soja  d ty swp,377.0,1583.0,58.0,16.0,12.0,6.5,10.0,8.1,3.24,4.0,3.0,8.49218750000001,0.27586206896551724,High,High Sugar,Yes
5232,u,3256220020527,biscottes aux 6 cereales x36  300g,394.0,1663.0,67.0,5.6,7.2,0.9,12.0,1.6,0.64,4.0,8.0,0.0,0.0835820895522388,High,Moderate Sugar,Yes
5233,sondey,20927905,madeleines coquilles,439.0,1838.0,56.0,29.0,21.0,1.9,6.0,0.77,0.308,4.0,17.0,21.3333333333333,0.5178571428571429,High,High Sugar,Yes
5234,ker cadelac,3259420535013,ker cadelac  marble cake 500g 176oz,425.0,1778.0,48.0,29.0,23.0,2.2,5.8,0.9,0.36,4.0,19.0,15.8,0.6041666666666666,High,High Sugar,Yes
5235,jardin bio,3478820023726,pates farcies aux legumes a la sauce tomate bio,74.0,311.0,12.2,3.3,1.7,0.2,1.8,0.83,0.332,3.0,3.0,51.0265178571428,0.27049180327868855,Low,Low Sugar,No
5236,barilla,8076809532709,coquillette,347.0,1466.0,64.0,3.5,2.5,0.5,13.0,0.01,0.004,1.0,-5.0,0.0,0.0546875,High,Low Sugar,No
5237,etoile dor,20358785,comte,410.0,1783.0,0.1,0.1,34.0,22.0,26.0,0.8,0.32,3.0,11.0,0.0,1.0,High,Low Sugar,No
5238,marque repere oeufs de nos regions,3564700814628,oeufs frais plein air omega3 x 12,140.0,584.0,0.5,0.5,9.8,2.6,13.0,0.3,0.12,1.0,-1.0,0.0,1.0,Moderate,Low Sugar,No
5239,st hubert st hubert omega 3,3366321051990,st hubert omega 3 sans huile de palme demi sel,468.0,1924.0,0.0,0.0,52.0,17.0,0.0,1.6,0.64,4.0,16.0,38.5,,High,Low Sugar,Yes
5240,bio village marque repere,3564707117395,vinaigre de cidre bio,336.0,1463.0,24.0,4.1,4.2,0.6,4.25,0.1,0.04,2.0,6.0,0.0,0.1708333333333333,High,Low Sugar,No
5241,deli deli reform walter rau lebensmittelwerke,40264769,deli reform das original,630.0,2590.0,0.0,0.0,70.0,18.0,0.0,0.2,0.08,4.0,8.0,45.0,,High,Low Sugar,Yes
5242,marque repere eleclerc leclerc,3564700126790,eau minerale naturelle des alpes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Low,Low Sugar,No
5243,cereal bio,3175681104112,puree lentilles corail potimarron,89.0,371.0,8.5,1.4,3.1,0.5,4.5,0.66,0.264,3.0,-1.0,75.2875,0.16470588235294117,Low,Low Sugar,No
5244,hacendado,8480000094308,quinoa,389.0,1627.576,66.05,6.32,6.1,0.78,14.0,0.0,0.0,4.0,-3.0,0.0,0.09568508705526117,High,Moderate Sugar,Yes
5245,hacendado,8480000592491,jamon cocido,101.0,422.584,0.9,0.9,2.5,0.9,18.6,1.9,0.76,4.0,8.0,0.0,1.0,Moderate,Low Sugar,Yes
5246,maison tino,3338310000715,parmentier de canard,152.0,634.0,11.0,2.2,8.9,3.2,6.0,0.79,0.316,3.0,5.0,0.0,0.2,Moderate,Low Sugar,No
5248,aldi alpenmark alpenmark hofburger aldi,4061458047685,frischkase natur,252.0,1054.368,3.0,3.0,25.0,16.0,4.5,0.79,0.316,3.0,16.0,0.0,1.0,High,Low Sugar,No
5249,u u bio,3256223377406,boisson avoine  1l,43.0,182.0,7.0,5.0,1.2,0.2,0.5,0.08,0.032,3.0,6.0,0.0,0.7142857142857143,Low,Moderate Sugar,No
5250,ethiquable,3760091727824,chocolat noir 74 cote divoire,592.0,2478.0,29.0,24.0,46.0,28.0,8.2,0.14,0.056,3.0,18.0,0.0,0.8275862068965517,High,High Sugar,No
5251,les mousquetaires regain selection des mousquetaires,3250392243517,boisson avoine bio 1l,43.0,183.0,7.2,4.7,1.4,0.2,0.5,0.08,0.032,3.0,6.0,0.0,0.6527777777777778,Low,Low Sugar,No
5252,saint jean,3266140058272,supremes souffles nature 4x120g,216.0,900.0,14.0,0.0,15.0,2.3,5.8,0.94,0.376,3.0,6.0,15.53,0.0,Moderate,Low Sugar,No
5253,fleury michon,3095756102013,le tranche fin  degustation,115.0,486.0,0.5,0.5,2.8,1.0,22.0,1.5,0.6,4.0,6.0,2.212890625,1.0,Moderate,Low Sugar,Yes
5254,pierre martinet,3281780894950,mes carottes rapees a la ciboulette,79.0,329.0,5.6,5.0,5.2,0.4,1.1,0.88,0.352,4.0,0.0,87.6081730769231,0.8928571428571429,Low,Moderate Sugar,Yes
5255,cereal bio,3175681259102,teriyaki,161.0,677.0,21.0,2.1,4.8,0.6,5.6,0.98,0.392,4.0,1.0,29.0,0.1,Moderate,Low Sugar,Yes
5256,regain regain bio,3250391318353,boisson soja nature bio 1l,40.0,168.0,1.2,0.4,2.1,0.4,3.9,0.006,0.0024,1.0,-4.0,0.0,0.33333333333333337,Low,Low Sugar,No
5257,vemondo,20879983,bevanda nocciola,36.0,156.0,3.2,3.0,1.9,0.1,0.5,0.11,0.044,4.0,5.0,14.165,0.9375,Low,Low Sugar,Yes
5258,bjorg,3229820800745,crousti avoine superfruits,397.0,1686.0,62.0,14.0,9.9,1.9,10.0,0.1,0.04,4.0,0.0,1.0875,0.22580645161290322,High,Moderate Sugar,Yes
5259,danone les 2 vaches,3661344723290,skyr bio nature,57.0,244.0,3.9,3.9,0.2,0.1,10.0,0.09,0.036,1.0,-3.0,0.0,1.0,Low,Low Sugar,No
5260,novi,8006380226032,cremanovi,550.0,2290.0,42.7,40.7,36.0,5.8,10.4,0.09,0.036,2.0,10.0,45.0,0.9531615925058547,High,High Sugar,No
5261,benedicta,3660603081973,mayonnaise en tube,653.0,2687.0,2.1,1.3,71.0,5.4,1.2,1.4,0.56,4.0,7.0,69.375,0.6190476190476191,High,Low Sugar,Yes
5262,flying goose brand,8853662056005,sriracha,138.0,577.392,28.0,22.0,1.2,0.2,0.0,7300.0,2920.0,4.0,27.0,1.5625,0.7857142857142857,Moderate,High Sugar,Yes
5263,fleury michon,3302740067792,le moelleux,113.0,472.792,11.0,2.6,4.6,0.4,6.8,1.8,0.72,4.0,7.0,6.9875,0.23636363636363636,Moderate,Low Sugar,Yes
5264,carrefoursimpl,3560071267957,lait demiecreme,47.0,197.0,4.8,4.8,1.6,0.9,3.3,0.1,0.04,1.0,-1.0,0.0,1.0,Low,Low Sugar,No
5265,balocco,8001100067025,cruschelle,436.0,1834.0,66.0,21.0,14.0,1.4,7.9,0.9,0.36,4.0,12.0,0.0,0.3181818181818182,High,High Sugar,Yes
5266,giba,6130758000015,guedila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,29.0,1.0,0.0,0.0,,Low,Low Sugar,No
5267,debeukelaer,4001518115541,prinzenrolle,457.0,1912.088,65.0,30.0,18.0,9.8,6.8,0.325,0.13,4.0,22.0,1.93020833333333,0.46153846153846156,High,High Sugar,Yes
5268,president,3155253007737,tendrissime,640.0,2677.76,1.5,1.5,70.0,49.0,1.0,0.03,0.012,2.0,20.0,0.0,1.0,High,Low Sugar,No
5269,chef gourmand,5941143026340,paine cu seminte feliata,283.0,1184.072,37.9,1.7,8.0,1.0,11.6,0.00325,0.0013,3.0,-4.0,0.0,0.044854881266490766,High,Low Sugar,No
5270,belvita,7622210445346,soft bakes choc chip,400.0,1678.0,60.0,20.0,14.0,3.2,5.9,0.57,0.228,4.0,11.0,9.08437499999999,0.3333333333333333,High,High Sugar,Yes
5271,alesto,20772970,snack mix,646.0,2702.864,10.4,5.4,55.7,7.4,22.1,0.7575,0.303,3.0,15.0,96.5,0.5192307692307693,High,Moderate Sugar,No
5272,hacendado,8480000221636,classic cafe soluble,278.0,1172.0,33.0,0.0,0.4,0.1,25.0,0.29,0.116,1.0,6.0,0.0,0.0,High,Low Sugar,No
5273,kraft,68100084276,smooth peanut butter,90.0,376.56,4.0,1.0,8.0,1.5,0.0,0.15,0.06,4.0,6.0,1.6675,0.25,Low,Low Sugar,Yes
5274,gullon,8410376057805,avena con chocolate negro  sin azucares anadidos,441.0,1837.0,57.0,1.0,22.0,7.0,8.0,0.75,0.3,4.0,9.0,0.0,0.017543859649122806,High,Low Sugar,Yes
5275,bells healthcare pure,5010219501705,dairy free sunflower spread,492.0,2024.0,1.5,0.5,54.3,11.9,0.5,0.75,0.3,4.0,8.0,0.0,0.3333333333333333,High,Low Sugar,Yes
5276,lidl mister choc,4056489638063,mister choc facon speculos,588.0,2460.192,54.5,30.6,39.4,7.2,3.3,0.41,0.164,4.0,24.0,23.9497443181818,0.5614678899082569,High,High Sugar,Yes
5277,vico,3336972109074,monster munch crazy original,516.0,2156.0,62.0,4.5,27.0,3.2,4.0,1.3,0.52,4.0,15.0,0.0,0.07258064516129033,High,Low Sugar,Yes
5278,poms,5449000144874,poms slim 25cl,53.0,221.752,12.9,12.9,0.0,0.0,0.0,0.04,0.016,4.0,14.0,5.0,1.0,Low,Moderate Sugar,Yes
5279,combino,4013159604551,penne rigate nudeln,359.0,1522.0,72.0,3.0,1.9,0.8,12.0,0.03,0.012,1.0,0.0,0.0,0.041666666666666664,High,Low Sugar,No
5280,mc cain mccain,8710438123692,mccain frites just au four classique,149.0,626.0,25.5,0.5,3.5,0.4,2.5,0.4,0.16,4.0,1.0,0.0,0.0196078431372549,Moderate,Low Sugar,Yes
5281,la espanola,8410660049769,extra virgin olive oil,822.0,3381.0,0.0,0.0,91.4,12.8,0.0,0.0,0.0,2.0,-1.0,100.0,,High,Low Sugar,No
5282,bramwells,4088600057712,real mayonnaise,696.0,2912.0640000000003,1.7,1.4,76.0,6.0,1.1,2.475,0.99,4.0,25.0,78.5,0.8235294117647058,High,Low Sugar,Yes
5284,heinz morrisons,50457366,heinz ketchup,102.0,426.768,23.2,22.8,0.1,0.0,1.2,1.8,0.72,3.0,13.0,60.9,0.9827586206896552,Moderate,High Sugar,No
5285,linda mccartneys,5056053304720,red onion  rosemary sausages,123.0,515.0,4.0,1.8,3.2,1.1,16.5,1.3,0.52,4.0,-1.0,21.2094350961538,0.45,Moderate,Low Sugar,Yes
5286,flying goose flying goose brand,8853662056029,sriracha,35.0,146.44,7.0,6.0,0.0,0.0,1.0,1.825,0.73,4.0,25.0,63.1666666666667,0.8571428571428571,Low,Moderate Sugar,Yes
5287,tesco,5000119004475,tesco pure clear honey 454g,327.0,1390.0,81.0,81.0,0.0,0.0,0.5,0.03,0.012,2.0,19.0,0.0,1.0,High,High Sugar,No
5288,colmans,8714100536186,mint sauce,120.0,502.08,25.0,3.5,0.5,0.1,1.8,0.38,0.152,4.0,3.0,25.0,0.14,Moderate,Low Sugar,Yes
5289,hacendado,8480000676351,flan de huevo proteinas hacendado 0 mg,62.0,262.0,5.9,4.0,0.2,0.2,10.0,0.28,0.112,4.0,-2.0,0.0,0.6779661016949152,Low,Low Sugar,Yes
5290,yoplait,3329770051584,petits filous fromage frais strawberry  raspberry,68.0,354.0,10.0,9.3,2.4,1.8,5.4,0.12,0.048,4.0,2.0,6.640625,0.93,Low,Moderate Sugar,Yes
5291,tesco,5054402919854,bourbon creams,68.0,286.0,9.2,3.5,3.0,1.7,0.9,0.1,0.04,4.0,26.0,0.0,0.3804347826086957,Low,Low Sugar,Yes
5292,nestle,7613287169990,honey cheerios,113.0,472.792,21.4,6.7,1.2,0.2,2.8,0.22,0.088,4.0,7.0,0.0,0.31308411214953275,Moderate,Moderate Sugar,Yes
5293,suzi wan,4002359018268,sauce soja salee,63.0,267.0,2.1,0.5,0.5,0.1,9.1,17.2,6.88,3.0,20.0,18.75,0.23809523809523808,Low,Low Sugar,No
5294,waitrose duchy organic,5000169090336,houmous,279.0,1156.0,12.6,0.7,21.6,2.6,6.7,0.95,0.38,3.0,4.0,48.0,0.05555555555555555,High,Low Sugar,No
5295,arla,5000181036312,arla bob,83.0,347.272,9.8,9.8,0.8,0.2,9.1,0.245,0.098,1.0,-1.0,0.0,1.0,Low,Moderate Sugar,No
5296,vimto,5010438013683,vimto original cordial nas 1l,2.0,8.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.25,,Low,Low Sugar,Yes
5297,aldi,4088600212388,thins  multiseed flatbreads,413.0,1728.0,57.0,1.7,17.5,1.3,14.7,1.2,0.48,4.0,6.0,6.6,0.02982456140350877,High,Low Sugar,Yes
5298,branston,5000232902351,baked beans,85.0,356.0,12.5,4.7,0.6,0.1,4.6,0.6,0.24,4.0,-5.0,89.0,0.376,Low,Low Sugar,Yes
5299,aldi bramwells,4088600068367,cream of tomato soup,56.0,236.0,7.8,4.6,2.3,0.2,0.8,0.5,0.2,4.0,-2.0,89.6380859375,0.5897435897435898,Low,Low Sugar,Yes
5300,crownfield,20126018,,385.0,1610.84,85.0,7.9,1.5,0.6,7.2,0.88,0.352,4.0,8.0,0.0,0.09294117647058824,High,Moderate Sugar,Yes
5301,fuel,5060201621812,super berry granola,215.0,899.5600000000001,30.45,10.45,6.3,1.0,7.95,0.01,0.004,4.0,9.0,6.0,0.3431855500821018,Moderate,Moderate Sugar,Yes
5302,lidlbatts,4056489519812,real mayonnaise,686.0,2870.224,3.9,1.0,74.0,5.4,0.8,1.06,0.424,4.0,18.0,58.175,0.25641025641025644,High,Low Sugar,Yes
5303,walkers,5000328015897,baked cheese  onion flavour,96.0,401.664,16.0,1.6,2.8,0.3,1.3,0.67,0.268,4.0,13.0,12.2416666666667,0.1,Low,Low Sugar,Yes
5304,biotiful,5060337221948,kefir vanilla,150.0,627.6,14.8,10.6,6.4,4.6,7.7,0.0005625,0.000225,4.0,6.0,1.6875,0.7162162162162161,Moderate,Moderate Sugar,Yes
5305,aicha,6111021012102,confiture dabricots,251.0,1050.184,63.0,62.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,60.0,0.9841269841269841,High,High Sugar,Yes
5306,chergui,6111126002015,yaourt au lait de chevre,108.0,451.872,16.0,12.0,3.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.75,Moderate,Moderate Sugar,No
5307,rude health,5060120282347,organic coconut drink imp,53.0,223.0,10.4,4.2,1.2,1.0,0.1,0.1,0.04,3.0,7.0,4.0,0.40384615384615385,Low,Low Sugar,No
5308,stokes,5060092696470,real ketchup 485 g,120.0,502.08,27.0,20.0,0.0,0.0,1.7,1.8,0.72,3.0,13.0,58.3333333333333,0.7407407407407407,Moderate,High Sugar,No
5309,savour bakes,4088600107677,cream crackers,427.0,1802.0,72.0,1.0,10.0,4.3,11.0,0.64,0.256,3.0,11.0,0.0,0.013888888888888888,High,Low Sugar,No
5310,mccain,5010228005287,home chips,220.0,920.48,33.0,0.5,7.8,0.9,3.0,0.295,0.118,4.0,1.0,0.0,0.015151515151515152,Moderate,Low Sugar,Yes
5311,old el paso,8410076491602,fajita mix smoky bbq imp,305.0,1276.0,64.0,55.0,1.4,0.2,6.8,19.1775,7.671,4.0,5.0,0.0,0.859375,High,High Sugar,Yes
5312,bramwells,4088600249414,dijon mustard,15.0,62.760000000000005,1.0,0.5,1.1,0.1,0.7,0.5,0.2,3.0,20.0,0.0,0.5,Low,Low Sugar,No
5313,bottle green,5021812002742,pomegranate and elderflower cordial,19.0,79.49600000000001,4.5,4.5,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.765625,1.0,Low,Low Sugar,Yes
5314,mccain,5010228005157,naked oven chips,130.0,543.9200000000001,23.0,0.5,2.9,0.3,2.1,0.1375,0.055,3.0,1.0,0.0,0.021739130434782608,Moderate,Low Sugar,No
5315,ms,29062140,organic baked beans in rich tomato sauce,81.0,338.904,12.4,4.0,0.4,0.1,4.6,0.49,0.196,4.0,1.0,69.385,0.3225806451612903,Low,Low Sugar,Yes
5317,tesco,5054269805611,wholemeal pitta tesco,135.0,564.84,23.7,1.6,0.7,0.1,5.8,277.5,111.0,3.0,-4.0,0.0,0.06751054852320676,Moderate,Low Sugar,No
5318,star,6111184008028,sauce cheezy easy,264.9,1108.3416,12.3,10.8,23.0,3.2,2.19,2.37,0.948,4.0,17.0,0.0,0.8780487804878049,High,Moderate Sugar,Yes
5320,loyd grossman,5000354159589,tikka masala,146.0,610.864,11.3,8.8,9.9,3.3,1.5,1.775,0.71,4.0,13.0,62.25048828125,0.7787610619469026,Moderate,Moderate Sugar,Yes
5321,filet de maqueraux a la sauce tomate,6111162000846,filet de maqueraux a la sauce tomate,180.1,753.5384,0.6,0.0,6.4,1.5,30.1,0.5,0.2,3.0,-2.0,0.0,0.0,Moderate,Low Sugar,No
5322,revey,6111266750746,delice de cacahuetes,574.0,2401.616,49.0,22.0,41.0,16.0,5.0,1.0,0.4,4.0,15.5,22.0,0.4489795918367347,High,High Sugar,Yes
5323,chergui,6111126000431,chergui citron sghir,76.5,320.076,13.0,10.5,1.6,0.013,2.8,0.000325,0.00013,4.0,2.0,0.0,0.8076923076923077,Low,Moderate Sugar,Yes
5326,rocks,5023762000632,tasty summer fruits,18.0,75.0,4.3,4.3,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.17415,1.0,Low,Low Sugar,Yes
5328,liebig,3036815431156,mouline de 12 legumes,37.0,156.0,5.4,1.4,1.1,0.3,0.8,0.67,0.268,4.0,3.0,29.4843461778429,0.25925925925925924,Low,Low Sugar,Yes
5329,sainsburys,356282,multiseed wholemeal farmhouse loaf,106.0,443.504,13.0,1.6,3.2,0.4,5.0,0.34,0.136,4.0,-2.0,0.234375,0.12307692307692308,Moderate,Low Sugar,Yes
5331,tesco,5059697261985,green olive and rosemary sourdough,121.0,506.264,20.5,1.7,2.1,0.3,3.6,0.39,0.156,3.0,3.0,12.4727376302083,0.08292682926829269,Moderate,Low Sugar,No
5332,albane,6111265800183,raibi,72.0,301.0,13.3,9.2,1.1,0.7,2.3,0.0,0.0,3.0,11.0,0.0,0.6917293233082706,Low,Moderate Sugar,No
5335,dmbio,4066447646283,kokosol,828.0,3404.0,0.5,0.5,92.0,87.0,0.5,0.01,0.004,3.0,20.0,0.0,1.0,High,Low Sugar,No
5336,tobigo,6111262385942,tobigo,402.0,1681.968,51.7,33.0,16.0,3.0,5.4,0.0,0.0,4.0,24.0,0.0,0.6382978723404255,High,High Sugar,Yes
5337,milbona,4056489857358,high protein rice pudding,91.0,380.744,10.2,3.7,2.2,1.5,7.7,0.315,0.126,4.0,12.0,0.0,0.36274509803921573,Low,Low Sugar,Yes
5338,milbona,4056489920045,milbona high protein chocolate  caramel desert,81.0,338.904,6.5,4.9,1.6,1.0,10.0,0.295,0.118,4.0,-1.0,0.0,0.7538461538461539,Low,Low Sugar,Yes
5339,solesta,4061459298888,extra virgin olive oil,123.0,514.6320000000001,0.0,0.0,13.695,1.995,0.0,0.0,0.0,2.0,0.0,0.0,,Moderate,Low Sugar,No
5340,twix mars,5000159557702,twix 5x2,493.0,2063.0,65.0,48.0,24.0,14.0,4.6,1.0,0.4,4.0,33.0,0.0,0.7384615384615385,High,High Sugar,Yes
5342,cocacola,5942321000053,coca cola,42.0,180.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,Low,Moderate Sugar,Yes
5343,danone,3033491993138,activia bienetre  digestif,59.0,246.856,4.1,4.1,3.3,2.1,3.3,0.13,0.052,4.0,3.0,0.0,1.0,Low,Low Sugar,Yes
5344,maltesers,5000159555715,,503.0,2106.0,62.0,53.0,24.0,15.0,8.5,0.38,0.152,4.0,32.0,0.0,0.8548387096774194,High,High Sugar,Yes
5346,alesto lidl,4056489757825,milled flaxseed,490.0,2050.16,1.3,0.9,38.0,4.0,21.4,0.13,0.052,3.0,-10.0,0.0,0.6923076923076923,High,Low Sugar,No
5347,andros,3608580124078,andros be nuts cremeux,614.0,2545.0,20.0,15.0,49.0,9.0,21.0,0.7,0.28,4.0,9.0,81.0,0.75,High,Moderate Sugar,Yes
5348,top chef,6111261970903,mayonnaise,653.0,2732.152,1.9,1.0,71.0,5.4,1.0,1.1,0.44,4.0,17.0,70.38125,0.5263157894736842,High,Low Sugar,Yes
5349,hacendado,8480000054647,semillas de chia,947.0,1916.0,130.3,40.0,3400.0,400.0,3000.0,0.0,0.0,1.0,17.0,0.0,0.3069838833461243,High,High Sugar,No
5353,gerble,3175681072916,gerble  miel chataigne graines de lin,462.0,1942.0,68.0,14.0,16.0,1.4,9.2,0.24,0.096,4.0,4.0,11.5,0.20588235294117646,High,Moderate Sugar,Yes
5354,salakis,3023260005872,salakis herbes de provence,293.0,1214.0,0.8,0.8,25.8,18.3,14.6,2.65,1.06,4.0,20.0,49.25,1.0,High,Low Sugar,Yes
5355,kinder,8000500329474,cereale,500.0,2093.0,64.7,27.1,23.1,13.0,6.6,0.483,0.1932,4.0,25.0,0.0,0.4188562596599691,High,High Sugar,Yes
5356,pulco,3124480167125,citronnade loriginale,21.0,87.864,4.9000000953674,4.6999998092651,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.7,0.9591836158755619,Low,Low Sugar,Yes
5357,bonne maman,3178530409840,,514.0,2148.0,61.0,32.0,26.0,16.0,6.5,0.44,0.176,4.0,25.0,0.265625,0.5245901639344263,High,High Sugar,Yes
5358,st michel,3178530412697,doonuts,453.0,1891.0,54.0,31.0,25.0,4.5,5.7,0.33,0.132,4.0,18.0,17.5,0.5740740740740741,High,High Sugar,Yes
5359,nestle la laitiere,3023290624265,la laitiere creme aux oeufs,174.0,727.0,19.0,17.0,8.6,5.0,4.8,0.17,0.068,4.0,9.0,0.0,0.8947368421052632,Moderate,High Sugar,Yes
5360,bonduelle,3083681081640,coleslaw a la moutarde a lancienne,125.0,518.0,6.5,5.5,10.0,0.8,1.0,0.6,0.24,4.0,2.0,81.25,0.8461538461538461,Moderate,Moderate Sugar,Yes
5361,cote dor,7622210995025,180g aman cara cote d or,525.0,2191.0,53.0,51.0,30.0,13.0,8.6,0.71,0.284,4.0,31.0,15.0,0.9622641509433962,High,High Sugar,Yes
5362,amora ra,8712566361601,amora sauce samourai 255g,266.0,1112.0,7.1,3.6,26.0,2.1,0.9,1.9,0.76,4.0,15.0,24.825,0.5070422535211268,High,Low Sugar,Yes
5363,jordans,5010477357335,muesli bio noix  graines,427.0,1788.0,50.9,6.3,16.8,2.3,13.6,0.03,0.012,3.0,-2.0,18.75,0.1237721021611002,High,Moderate Sugar,No
5364,regilait,3043932232702,lait entier en poudre,493.0,2066.0,38.0,38.0,25.0,16.2,27.0,0.81,0.324,4.0,18.0,0.0,1.0,High,High Sugar,Yes
5365,cereal bio,3175681085398,quinoa et boulgour a lindienne,145.0,604.0,12.0,1.3,6.7,0.9,5.4,0.6,0.24,4.0,-4.0,27.3,0.10833333333333334,Moderate,Low Sugar,Yes
5366,chabrior intermarche,3250390005643,biscottes nature,389.0,1645.0,76.1,7.9,3.4,0.3,11.1,1.49,0.596,4.0,11.0,2.20833333333333,0.10381077529566361,High,Moderate Sugar,Yes
5367,daunat,3367651004878,caesar poulet roti,108.0,448.0,3.9,2.2,7.8,0.9,4.9,0.7,0.28,4.0,2.0,58.77734375,0.5641025641025642,Moderate,Low Sugar,Yes
5368,bio village marque repere,3564707128032,poudre cacaotee bio 32 de cacao max havelaar,379.0,1602.0,73.0,67.0,3.6,2.2,8.2,0.1,0.04,4.0,6.0,0.0,0.9178082191780822,High,High Sugar,Yes
5369,tourtel twist,3080216050751,tourtel 275 cl tourtel twist lime 00 degre alcool,32.0,132.0,7.6,5.3,0.0,0.0,0.2,0.01,0.004,4.0,6.0,2.5,0.6973684210526316,Low,Moderate Sugar,Yes
5370,atlantic,20427627,2 panes au cabillaud,215.0,899.5600000000001,18.1,0.7,10.6,1.1,10.6,0.675,0.27,4.0,2.0,3.01812499999998,0.03867403314917126,Moderate,Low Sugar,Yes
5371,bel leerdammer leerdammer original,8721800082318,leerdammer maxi portion,356.0,1477.0,0.1,0.1,27.5,18.5,27.0,1.5,0.6,3.0,14.0,0.0,1.0,High,Low Sugar,No
5372,fleury michon,3095758913013,eminces de poulet  rotis au four,125.25,524.046,0.6,0.6,6.3,1.5,16.5,1.3275,0.531,4.0,11.0,1.80625,1.0,Moderate,Low Sugar,Yes
5373,karelea lea nature,3760084210159,biscuits craquants saveur citron,442.0,1846.0,66.0,0.0,19.0,3.3,6.5,0.39,0.156,4.0,4.0,5.43583333333333,0.0,High,Low Sugar,Yes
5374,giovanni ferrari,8001230000787,parmigiano reggiano,402.0,1671.0,0.0,0.0,30.0,20.0,32.0,1.6,0.64,3.0,14.0,0.0,,High,Low Sugar,No
5375,vico,3336971110170,vico extra craquantes,526.0,2190.0,46.8,0.6,34.0,2.8,5.9,1.3,0.52,3.0,12.0,0.0,0.01282051282051282,High,Low Sugar,No
5376,wwweight watchers,3166352940054,tagliatelles au poulet  champignonscreme,103.0,433.0,12.0,1.0,2.4,0.9,7.8,0.88,0.352,4.0,2.0,19.5125,0.08333333333333333,Moderate,Low Sugar,Yes
5377,casa azzurra,3760056260519,ricotta,150.0,628.0,3.0,3.0,12.0,8.4,7.5,0.000875,0.00035,4.0,6.0,0.0,1.0,Moderate,Low Sugar,Yes
5378,latelier blini,3292070006564,guacamole extra,111.0,461.0,5.6,1.1,8.3,2.3,1.5,0.94,0.376,4.0,6.0,98.834375,0.19642857142857145,Moderate,Low Sugar,Yes
5379,belbake,20003142,mehl weizenmehl type 405,338.0,1414.192,69.0,0.4,1.1,0.1,11.0,0.01,0.004,1.0,-1.0,0.0,0.005797101449275362,High,Low Sugar,No
5380,moulin de valdonne,3272036007835,sirop de grenadine,335.0,1422.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,12.0,1.0,High,High Sugar,Yes
5381,u,3256221979138,pain grille au ble complet 500g,388.0,1642.0,73.0,4.4,4.3,0.5,11.0,1.6,0.64,4.0,8.0,0.0,0.06027397260273973,High,Low Sugar,Yes
5382,jardin bio jardin biologique lea nature,3478820023641,sauce tomate basilic jardin bio,52.0,216.0,6.2,6.1,1.7,0.4,1.6,1.17,0.468,3.0,1.0,97.66,0.9838709677419354,Low,Moderate Sugar,No
5383,artiach,8410180225087,dinosaurus,47.8,199.9952,7.2,2.0,1.8,0.17,0.57,0.11,0.044,4.0,16.0,0.0,0.2777777777777778,Low,Low Sugar,Yes
