,brands,code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
5062,star,6111184000527,cornichons,87.0,364.008,15.95,1.09,0.31,0.12,2.2,0.0079,0.00316,1.0,1.0,0.0,0.06833855799373041,Low,Low Sugar,No
5063,sainsburys,253413,simply granola,440.0,1840.96,66.0,13.5,12.6,3.6,12.0,0.03,0.012,4.0,7.0,1.75,0.20454545454545456,High,Moderate Sugar,Yes
5064,alesto,4056489239925,cashew crush raw fruit  nut bars,418.0,1750.0,53.4,35.7,23.4,4.0,10.0,0.25,0.1,3.0,14.0,100.0,0.6685393258426967,High,High Sugar,No
5065,bimbo,6111260961148,multigraines,245.0,1025.08,48.5,1.62,0.71,0.24,11.3,1.17,0.468,4.0,0.0,0.0,0.03340206185567011,Moderate,Low Sugar,Yes
5066,kind,5000159537858,protein bar,511.0,2124.0,23.0,15.0,33.0,7.9,24.0,0.62,0.248,4.0,15.0,73.33984375,0.6521739130434783,High,Moderate Sugar,Yes
5067,jaouda,6111242102569,desert gourmand caramel jaoda danon,82.0,326.35,12.2,7.5,2.55,1.15,3.1,0.0,0.0,4.0,4.0,0.0,0.6147540983606558,Low,Moderate Sugar,Yes
5068,taste of china,4056489518860,dark soy sauce,40.0,167.0,7.4,2.5,0.1,0.1,2.1,2.33,0.932,4.0,11.0,22.0,0.33783783783783783,Low,Low Sugar,Yes
5069,marie,3248830001263,nouilles aux crevettes,128.0,537.0,13.0,1.4,5.5,0.5,5.7,0.67,0.268,3.0,1.0,35.9365543478261,0.10769230769230768,Moderate,Low Sugar,No
5070,puck,5711953084553,puck,280.0,1171.0,3.0,1.5,27.0,18.0,6.0,1.7,0.68,3.0,19.0,0.0,0.5,High,Low Sugar,No
5072,heinz,5000157146311,heinz tomato and chilli sauce,53.0,221.752,5.0,4.1,2.6,0.4,1.7,0.7,0.28,3.0,-1.0,99.703125,0.82,Low,Low Sugar,No
5073,ja rewe ja,4337256325028,ketchup,97.0,409.0,19.6,17.9,0.5,0.1,1.7,1.77,0.708,3.0,12.0,72.0,0.9132653061224488,Low,High Sugar,No
5075,tesco,3263976,chia seeds,422.0,1765.648,2.4000000953674,0.60000002384186,27.700000762939,3.2000000476837,23.89999961853,0.0099999997764826,0.004,1.0,-6.0,0.0,0.25000000000000416,High,Low Sugar,No
5077,kettle,5017764130787,kettle chips sweet chilli and sour cream,509.0,2129.656,53.9,4.5,28.3,2.2,7.5,2.175,0.87,4.0,17.0,11.88125,0.08348794063079777,High,Low Sugar,Yes
5078,sainsburyssainsburys,1793697,sainsburys basmati rice,178.0,744.7520000000001,36.9,0.5,1.5,0.3,3.8,0.225,0.09,3.0,1.0,0.5,0.013550135501355014,Moderate,Low Sugar,No
5079,kelloggs,5059319023885,miel pops loops,396.0,1656.864,76.0,22.0,4.4,0.7,9.3,0.64,0.256,4.0,8.0,0.0,0.2894736842105263,High,High Sugar,Yes
5080,ms collection,843430,authentic greek yoghurt 0 fat,62.0,259.408,4.9,3.2,0.2,0.1,10.0,0.05,0.02,1.0,-4.0,0.0,0.6530612244897959,Low,Low Sugar,No
5081,taste of,4056489222446,wholegrain microwaveable rice,208.0,870.272,40.5,0.2,2.3,0.3,4.3,0.03,0.012,3.0,-1.0,0.5,0.0049382716049382715,Moderate,Low Sugar,No
5082,aknaz,6111250471220,fromage fondu a tartiner,253.0,1058.552,7.0,7.0,21.0,7.75,9.0,0.625,0.25,4.0,8.0,0.0,1.0,High,Moderate Sugar,Yes
5084,chergui,6111126005306,jben chergui 2,188.8,790.0,2.8,0.1,16.0,11.2,8.4,0.6,0.24,4.0,14.0,0.0,0.03571428571428572,Moderate,Low Sugar,Yes
5085,alimani,6111249981839,jolay,438.0,1832.592,57.64,57.64,21.29,15.71,4.0,1.36,0.544,4.0,36.0,0.0,1.0,High,High Sugar,Yes
5086,hellmans,5000157076434,good mayonaise imp,644.0,2650.0,3.0,1.5,70.0,5.3,0.8,1.0,0.4,3.0,16.0,68.0,0.5,High,Low Sugar,No
5087,jaouda,6111242105867,grec,102.0,426.768,13.3,11.2,4.5,3.1,2.1,0.0,0.0,4.0,7.0,27.2125,0.8421052631578947,Moderate,Moderate Sugar,Yes
5089,delicia,6111162000730,confiture dabricot,272.0,1138.048,67.36,50.0,0.12,0.0,0.41,0.0,0.0,3.0,15.0,66.6666666666667,0.7422802850356295,High,High Sugar,No
5090,carrefour,3560071504090,toast crock cereales completes,359.0,1515.0,67.0,3.6,3.1,0.7,9.9,1.3,0.52,3.0,6.0,0.0,0.05373134328358209,High,Low Sugar,No
5091,javana,6111180015501,flocons d avoine,378.0,1581.552,59.4,1.3,9.0,1.42,13.5,0.01,0.004,3.0,-4.0,94.53125,0.021885521885521887,High,Low Sugar,No
5095,marine,6111260550618,filets de sardines sans peau sans aretes,182.0,761.0,0.6,0.4,8.1,1.27,26.6,1.1,0.44,3.0,1.0,0.549999999999997,0.6666666666666667,Moderate,Low Sugar,No
5096,bel for all for good,6111028001130,la vache qui rit,232.0,970.0,6.5,6.5,18.0,12.0,11.0,1.7,0.68,4.0,17.0,0.0,1.0,Moderate,Moderate Sugar,Yes
5097,milbona,4056489857341,high protein chocolate rice puddibg,93.0,389.112,10.2,3.7,2.3,1.5,7.7,0.8,0.32,4.0,3.0,0.0,0.36274509803921573,Low,Low Sugar,Yes
5098,poulain,3664346342681,choco crousti,430.0,1805.0,61.0,16.0,14.0,2.6,11.0,0.08,0.032,4.0,6.0,0.0,0.26229508196721313,High,High Sugar,Yes
5099,alesto,4056489898924,pitted prunes,237.0,1002.0,52.4,43.9,0.5,0.1,2.2,0.13,0.052,3.0,8.0,75.0,0.8377862595419847,Moderate,High Sugar,No
5100,cocacola,5942321000060,coca cola,42.0,180.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,1.0,Low,Moderate Sugar,Yes
5103,bonne maman,3608580135791,bonne maman pate a tartiner noisettes et cacao,551.0,2305.384,53.0,51.0,34.0,5.2,6.7,0.1,0.04,4.0,24.0,25.0,0.9622641509433962,High,High Sugar,Yes
5105,bol,5060430292760,protein power soup garden pea  spinach,60.0,249.0,4.0,1.9,1.8,0.4,4.4,0.43,0.172,3.0,-2.0,56.118408203125,0.475,Low,Low Sugar,No
5106,excelo,6111259347458,dolcy chocobar gold,36.32887189292543,152.0,13.82,10.29,8.31,4.55,1.8,0.1075,0.043,4.0,24.0,0.0,0.7445730824891461,Low,Moderate Sugar,Yes
5107,jordans,5010477352590,country crisp bio chocolat noir,451.0,1895.0,65.6,19.1,16.1,4.3,8.0,0.03,0.012,4.0,11.0,0.0,0.2911585365853659,High,High Sugar,Yes
5108,bjorg,3229820019611,soja douceur,49.0,205.016,3.0,2.9,2.2,0.3,3.9,0.08,0.032,4.0,-2.0,8.0,0.9666666666666667,Low,Low Sugar,Yes
5109,cereco terres et cereales bio,3421557501685,muesli croustillant chocolat 500 g,219.0,917.0,33.0,9.6,6.6,2.2,4.7,0.03,0.012,3.0,4.0,0.0,0.2909090909090909,Moderate,Moderate Sugar,No
5110,bjorg,3229820797366,avoine citron  graines de chia,447.0,1874.0,62.0,13.0,16.0,1.7,9.4,0.39,0.156,4.0,2.0,9.8,0.20967741935483872,High,Moderate Sugar,Yes
5111,danone danone jockey nature,3033491273810,danone fromage blanc 32 de mg 825 x 1,75.0,316.0,3.9,3.9,3.2,2.2,7.7,0.09,0.036,3.0,0.0,0.0,1.0,Low,Low Sugar,No
5112,activia activia yoghurt flavours danone,3033491350863,activia bifidus saveur noix de coco sans arome artificiel 125 gx 4,93.0,390.0,12.6,12.6,3.1,2.0,3.6,0.13,0.052,4.0,4.0,0.0,1.0,Low,Moderate Sugar,Yes
5113,knorr,8711200350377,knorr soupe liquide legumes du potager 45cl,54.0,228.0,7.5,3.3,2.1,1.2,0.8,0.66,0.264,3.0,-1.0,197.2,0.44,Low,Low Sugar,No
5114,carrefour,3245412694516,4 muffins complet,243.0,1025.0,40.0,5.5,2.8,0.3,11.0,0.73,0.292,4.0,-1.0,0.809151785714285,0.1375,Moderate,Moderate Sugar,Yes
5115,soignon,3523230023139,la buche de chevre maxi format,291.0,1208.0,1.0,1.0,23.0,16.0,20.0,1.5,0.6,3.0,13.0,0.0,1.0,High,Low Sugar,No
5116,fleury michon,3095758049019,le torchon  cuit a letouffee   25 de sel,115.0,481.0,0.5,0.5,2.8,1.0,22.0,1.2,0.48,4.0,4.0,0.803671875,1.0,Moderate,Low Sugar,Yes
5117,malo,3278699005010,yaourt nature bio,69.0,288.0,5.5,5.5,3.6,2.3,3.6,0.12,0.048,1.0,2.0,0.0,1.0,Low,Moderate Sugar,No
5118,sodebo,3242272347552,dolce pizza  regina,179.0,749.0,25.0,1.7,3.7,2.2,10.0,1.2775,0.511,4.0,5.0,46.6,0.068,Moderate,Low Sugar,Yes
5119,jardin bio lea nature,3307131305170,lea nature  pomme vanille bourbon,55.0,233.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,99.96,0.8461538461538461,Low,Moderate Sugar,No
5121,aldi simplement bon et bio,26029054,pate a tartiner aux noisettes,539.0,2255.176,56.0,52.0,31.0,5.4,6.6,0.08,0.032,4.0,26.0,16.0,0.9285714285714286,High,High Sugar,Yes
5122,lactalis president,3155250367063,la motte beurre doux pasteurise 82  de mat gr eurre doux pasteurise 82  de mat gr,745.0,3069.0,1.0,1.0,82.0,57.0,0.7,0.03,0.012,2.0,20.0,0.0,1.0,High,Low Sugar,No
5123,hacendado,8480000142009,digestive,483.0,2024.0,65.0,0.42,20.0,1.8,7.1,0.9,0.36,4.0,8.0,0.0,0.006461538461538461,High,Low Sugar,Yes
5124,tanoshi,3229820762043,nouilles poulet teriyaki,84.0,353.0,10.0,0.6,4.1,0.5,1.6,0.74,0.296,4.0,11.5,2.2,0.06,Low,Low Sugar,Yes
5125,sodebo,3242272921059,sandwich mega viennois poulet roti oeuf,294.0,1229.0,30.0,3.3,14.0,1.4,9.8,1.3,0.52,4.0,6.0,13.8657407407407,0.11,High,Low Sugar,Yes
5126,alter eco,3700214616987,70 equateur,582.0,2435.088,37.0,29.0,43.0,26.0,6.7,0.01,0.004,3.0,20.0,0.0,0.7837837837837838,High,High Sugar,No
5127,maggi,7613036217675,kub or,178.0,746.0,20.7,9.8,8.3,5.0,4.8,61.9,24.76,4.0,4.0,2.01041666666666,0.4734299516908213,Moderate,Moderate Sugar,Yes
5128,cereal bio,3175681157774,ble riz rouge quinoa,159.0,671.0,26.0,0.0,2.9,0.4,4.9,0.83,0.332,3.0,2.0,0.0,0.0,Moderate,Low Sugar,No
5129,cmi carrefour marchandises internationales carrefour groupe carrefour,3270190121909,moutarde de dijon,136.0,564.0,3.2,2.7,10.0,0.8,7.2,5.7,2.28,3.0,21.0,0.0,0.84375,Moderate,Low Sugar,No
5130,mannapain,26095547,petits pains grilles au ble complet,408.0,1717.0,66.0,4.2,10.0,0.9,10.0,1.0,0.4,4.0,2.0,14.5166666666667,0.06363636363636364,High,Low Sugar,Yes
5131,nixe lidl stiftung  co kg,20043391,filets de maquereaux moutarde,183.0,765.672,0.9,0.1,14.0,3.1,13.0,0.75,0.3,4.0,3.0,0.21875,0.11111111111111112,Moderate,Low Sugar,Yes
5132,central lechera asturiana,8410297112041,leche uht entera,63.0,263.592,4.6,4.6,3.6,2.4,3.1,0.0001,4e-05,1.0,3.0,0.0,1.0,Low,Low Sugar,No
5133,scholetta,26057385,chocolat noir,582.0,2407.0,21.0,15.0,47.0,29.0,11.0,0.03,0.012,4.0,16.0,0.0,0.7142857142857143,High,Moderate Sugar,Yes
5134,hacendado,8480000208767,margarina ligera,370.0,1548.0800000000002,2.2,0.4,40.0,12.0,0.5,0.4,0.16,4.0,8.0,0.0,0.18181818181818182,High,Low Sugar,Yes
5135,hacendado,8480000141989,cereales  fibra,440.0,1840.96,65.0,26.0,15.0,1.3,5.5,0.69,0.276,4.0,16.0,0.0,0.4,High,High Sugar,Yes
5136,carapelli,8002470023154,huile dolive vierge extra bio delicato,823.0,3382.0,0.0,0.0,91.0,14.0,0.0,0.0,0.0,2.0,0.0,100.0,,High,Low Sugar,No
5137,storck,4014400928907,,546.0,2284.464,51.6,34.2,32.8,18.4,9.2,0.0014,0.00056,4.0,26.0,9.54790000000002,0.6627906976744187,High,High Sugar,Yes
5138,petit navire,3019081239633,thon entier au naturel albacore,100.0,462.0,0.0,0.0,1.0,0.5,25.0,1.0,0.4,3.0,-2.0,0.0,,Moderate,Low Sugar,No
5139,dmk milsani,4061458018913,streichfein ungesalzen,589.0,2421.0,0.5,0.5,65.0,36.0,0.5,0.02,0.008,2.0,18.0,13.0,1.0,High,Low Sugar,No
5140,marque repere rustica,3564700013342,vinaigre de cidre,0.0,0.0,0.8,0.6,82.4,7.6,0.55,0.8,0.32,2.0,8.0,0.0,0.7499999999999999,Low,Low Sugar,No
5141,vitador,20998141,kokosnussol,900.0,3765.6,0.0,0.0,100.0,94.0,0.0,0.0,0.0,2.0,20.0,0.0,,High,Low Sugar,No
5142,nature valley,16000502666,crunchy oats  honey,467.0,1960.0,64.3,26.8,18.1,2.2,8.7,0.85,0.34,4.0,14.0,0.0,0.416796267496112,High,High Sugar,Yes
5143,andros,3608580046745,dessert au lait damande et au chocolat,140.0,596.0,16.6,12.2,7.4,5.3,1.0,0.15,0.06,4.0,9.0,12.921484375,0.7349397590361445,Moderate,Moderate Sugar,Yes
5144,vergers gourmands,4056489223191,puree de pommes sans sucres ajoutes,54.0,229.0,12.4,10.0,0.0,0.0,0.9,0.0,0.0,1.0,-3.0,100.0,0.8064516129032258,Low,Moderate Sugar,No
5145,eti,8690526065700,,527.0,2200.0,57.0,37.0,30.0,16.0,5.4,0.4,0.16,4.0,25.0,0.0,0.6491228070175439,High,High Sugar,Yes
5146,eat natural,50663569,almond and apricot with a yoghurt coating fruit and nut bar,476.0,1991.584,49.8,31.2,26.6,18.8,6.6,0.15,0.06,4.0,22.0,42.0,0.6265060240963856,High,High Sugar,Yes
5147,hacendado,8480000047182,aceite de oliva virgen extra,824.0,3389.0,0.0,0.0,91.0,15.0,0.0,0.0,0.0,2.0,1.0,0.0,,High,Low Sugar,No
5148,arvid nordquist,8008698002070,kringler salinis glfri 60g schar 60g,482.0,2016.688,72.0,2.0,21.0,9.9,0.9,2.4575,0.983,4.0,27.0,0.0,0.027777777777777776,High,Low Sugar,Yes
5149,hacendado,8480000146373,cookies sin gluten y sin lactosa,81.0,338.904,11.2,5.4,3.6,1.1,0.7,0.1675,0.067,4.0,24.0,0.0,0.4821428571428572,Low,Moderate Sugar,Yes
5150,fiorentini,8002885003406,peanut butter creamy,644.0,2694.496,11.0,5.6,54.0,7.1,24.0,0.1125,0.045,3.0,-6.0,93.0,0.509090909090909,High,Moderate Sugar,No
5151,carrefour bio carrefour,3560071407568,muesli 35 fruits noix et graines,380.0,1599.0,63.0,17.0,8.3,2.8,8.8,0.02,0.008,3.0,2.0,32.5,0.2698412698412698,High,High Sugar,No
5152,barilla,8076809578264,pesto basilico e peperoncino 195g,441.0,1821.0,13.0,4.0,41.0,3.5,3.0,1.9,0.76,4.0,17.0,45.0,0.3076923076923077,High,Low Sugar,Yes
5153,flora,8719200207974,plant butter,713.0,2983.192,0.5,0.5,79.0,32.0,0.5,1.1,0.44,4.0,20.0,13.36875,1.0,High,Low Sugar,Yes
5154,quorn,5019503002133,quorn pieces,74.0,309.616,1.9,0.5,2.3,0.3,10.0,0.4725,0.189,4.0,-2.0,0.0,0.2631578947368421,Low,Low Sugar,Yes
5155,naturis,4056489126669,apfelsaft aus apfelsaftkonzentrat,44.0,190.0,10.5,10.0,0.1,0.1,0.1,0.01,0.004,1.0,5.0,100.0,0.9523809523809523,Low,Moderate Sugar,No
5156,vita coco,898999011288,coconut water pressed coconut,90.0,376.56,18.0,15.0,2.0,1.5,0.0,0.1375,0.055,4.0,-1.5,80.0,0.8333333333333334,Low,Moderate Sugar,Yes
5157,la vache qui rit bel,3073781175011,la vache qui rit legere 16 portions,152.0,636.0,6.0,6.0,8.0,5.3,14.0,1.5,0.6,4.0,9.0,0.0,1.0,Moderate,Moderate Sugar,Yes
5158,roshen,4823077632570,brut truedark chocolate bar 80,558.0,2336.0,22.8,18.2,43.7,26.6,10.2,0.01,0.004,4.0,21.0,0.0,0.7982456140350876,High,High Sugar,Yes
5159,toque du chef,4056489363101,gnocchi a poeler,199.0,842.0,36.0,1.4,3.1,0.3,5.8,1.175,0.47,3.0,5.0,8.325,0.03888888888888889,Moderate,Low Sugar,No
5160,leonce blanc,3174061039112,confiture de framboise 70,173.0,732.0,40.0,36.0,0.5,0.1,0.9,0.03,0.012,4.0,9.0,75.0,0.9,Moderate,High Sugar,Yes
5161,hacendado,8480000234100,mostarda,75.0,314.0,2.3,1.0,5.3,0.3,3.8,2.6,1.04,4.0,12.0,2.6,0.4347826086956522,Low,Low Sugar,Yes
5162,heinz,50157969,tomato ketchup,102.0,435.0,23.2,22.8,0.1,0.1,1.2,1.8,0.72,3.0,13.0,60.9,0.9827586206896552,Moderate,High Sugar,No
5163,daves killer bread,13764027121,good seed organic bread,70.0,292.88,13.0,2.0,1.5,0.0,4.0,0.3,0.12,4.0,-1.0,0.0,0.15384615384615385,Low,Low Sugar,Yes
5164,nocilla,8410014474766,original,546.0,2279.0,58.0,56.0,32.0,5.9,5.0,0.1,0.04,4.0,26.0,4.0,0.9655172413793104,High,High Sugar,Yes
5165,juver,8410707000197,zumo juver disfruta melocot 1l,21.0,87.864,4.4,3.8,0.1,0.0,0.4,0.01,0.004,4.0,4.0,0.0,0.8636363636363635,Low,Low Sugar,Yes
5166,bio village marque repere,3564707186315,muesli croustillant 3 noix,446.0,1872.0,64.0,17.0,15.0,1.8,11.0,0.01,0.004,3.0,1.0,9.9,0.265625,High,High Sugar,No
5167,gran luchito,5060321390407,tortilla chips,163.0,681.9920000000001,23.0,0.8,6.8,0.7,2.1,0.255,0.102,3.0,8.0,0.0,0.034782608695652174,Moderate,Low Sugar,No
5168,pipers crisps pipers,5033060100125,pipers anglesey sea salt crisps,532.0,2223.0,57.2,0.5,30.7,3.3,5.1,0.94,0.376,3.0,12.0,0.0,0.00874125874125874,High,Low Sugar,No
5169,lindt,7610400067324,les grandes 34 hazelnut dark,587.0,2456.0080000000003,41.0,38.0,42.0,14.0,8.0,0.01,0.004,4.0,28.0,21.875,0.926829268292683,High,High Sugar,Yes
5170,nestle lindahls,3023290037577,white chocolate yoghurt,83.0,347.272,5.1,4.7,0.3,0.2,15.0,0.0975,0.039,4.0,-4.0,0.0,0.9215686274509804,Low,Low Sugar,Yes
5171,kelloggs,5059319013503,plain wheats,397.0,1661.048,78.0,0.9,1.7,0.4,12.0,0.0,0.0,1.0,-5.0,0.0,0.011538461538461539,High,Low Sugar,No
5172,herta tresor de grand mere,3154230812678,herta tgm pate brisee pur beurre 280g,367.4,1537.5,43.0,2.0,18.0,12.0,5.9,1.1,0.44,3.0,19.0,2.875,0.046511627906976744,High,Low Sugar,No
5173,cest qui le patron  la marque du consommateur,3700342358933,beurre bio doux,743.0,3056.0,0.6,0.6,82.0,55.0,0.7,0.04,0.016,2.0,20.0,0.0,1.0,High,Low Sugar,No
5174,sodebo,3242274032050,salade  compagnie  montmartre,636.8,2664.3712,57.6,11.84,32.0,10.24,25.28,1.76,0.704,4.0,5.0,91.0,0.20555555555555555,High,Moderate Sugar,Yes
5175,flora superdrug,5000232828736,fabric plasters,828.0,3404.0,0.0,0.0,92.0,10.1,0.0,0.0,0.0,2.0,4.0,0.0,,High,Low Sugar,No
5176,innocent,5038862302500,innocent strawberries and bananas,72.0,301.248,16.0,15.0,0.08,0.0,0.79,0.0,0.0,1.0,5.0,100.0,0.9375,Low,Moderate Sugar,No
5177,sabra,7290105690005,hummus garlic  red pepper,345.0,1443.48,9.0,3.0,31.0,3.1,6.0,1.3,0.52,3.0,12.0,76.125,0.3333333333333333,High,Low Sugar,No
5178,schneider brot,4007933459024,,218.0,912.112,34.8,3.7,4.1,0.7,5.7,1.0,0.4,3.0,0.0,0.0,0.10632183908045978,Moderate,Low Sugar,No
5179,doves farm,5011766999991,organic wholemeal digestive biscuits,469.0,1962.0,63.0,18.0,19.0,8.5,7.3,1.0125,0.405,3.0,19.0,0.0,0.2857142857142857,High,High Sugar,No
5182,maestrosaida,6194005446100,degustation  chocolat noir 72 cacao,590.0,2468.56,32.0,28.0,39.0,23.0,8.0,80.0,32.0,4.0,20.0,0.0,0.875,High,High Sugar,Yes
5183,weetabix,5010029229202,wheetos,374.0,1583.0,77.0,19.0,1.9,0.7,8.7,0.21,0.084,4.0,3.0,0.0,0.24675324675324675,High,High Sugar,Yes
5184,mockingbird,5060406461725,raw boost,48.0,200.832,10.0,8.3,0.3,0.1,0.4,0.01,0.004,1.0,10.0,20.6666666666667,0.8300000000000001,Low,Moderate Sugar,No
5185,sainsburys by sainsburys,553179,porridge oats 15kg,363.0,1529.0,60.5,1.1,7.0,1.0,10.3,0.01,0.004,3.0,-5.0,0.0,0.018181818181818184,High,Low Sugar,No
5186,lidlmilbona,4056489148975,whole milk natural yoghurt,79.0,330.536,6.8,5.5,3.3,2.2,5.2,0.000325,0.00013,3.0,1.0,0.0,0.8088235294117647,Low,Moderate Sugar,No
5187,bramwells,4088600249407,whole grain mustard,183.0,761.0,8.6000003814697,8.6000003814697,9.6000003814697,0.80000001192093,7.3000001907349,4.5,1.8,3.0,19.0,0.0,1.0,Moderate,Moderate Sugar,No
5188,kelloggs,5053827193894,kellogg bran flakes,107.0,448.0,20.0,4.2,0.7,0.1,3.3,0.1975,0.079,4.0,1.0,0.0,0.21000000000000002,Moderate,Low Sugar,Yes
5189,napolina,5000232844279,cannelloni beans,108.0,456.0,15.2,0.0,0.4,0.0,7.0,0.05,0.02,4.0,-7.0,0.0,0.0,Moderate,Low Sugar,Yes
5190,be,6111259342705,fluffy,430.0,1799.0,50.7,25.9,22.5,8.0,6.15,0.1075,0.043,4.0,19.0,0.0,0.5108481262327416,High,High Sugar,Yes
5191,by sainsburys,436151,tahini,664.0,2778.176,12.5,1.3,58.5,9.3,26.2,0.02,0.008,1.0,12.0,0.0,0.10400000000000001,High,Low Sugar,No
5192,kallo,5013665113553,belgian milk chocolate,495.0,2071.08,63.0,30.0,84.0,14.0,6.7,0.1,0.04,4.0,24.0,0.0,0.47619047619047616,High,High Sugar,Yes
5193,aldi,4088600268873,dried cranberries,99.0,414.0,23.3,21.8,0.3,0.0,0.1,0.0,0.0,3.0,16.0,0.0,0.9356223175965666,Low,High Sugar,No
5194,excelo,6111259341357,silvia duo cacao,500.0,2092.0,71.0,33.0,22.0,1.0,4.4,1.0,0.4,4.0,19.0,0.0,0.4647887323943662,High,High Sugar,Yes
5195,blue dragon,5010338301507,thai red,173.0,723.832,12.0,6.0,12.0,1.0,2.28,2.28,0.912,4.0,14.0,30.4375,0.5,Moderate,Moderate Sugar,Yes
5196,carrefour biocarrefour,3560071455279,biscuits avoine chocolat,468.0,1962.0,61.0,17.0,20.0,2.7,8.4,0.18,0.072,4.0,7.0,12.75,0.2786885245901639,High,High Sugar,Yes
5197,bonne maman,3608580024408,lemon curd,330.0,1380.72,58.0,53.0,10.0,6.8,1.9,0.05,0.02,3.0,25.0,22.0,0.9137931034482759,High,High Sugar,No
5198,taifun,4012359113405,black forest tofu,170.0,711.28,3.8,1.1,8.4,1.6,19.0,1.8675,0.747,3.0,12.0,58.4875,0.2894736842105263,Moderate,Low Sugar,No
5199,jibal,6111246951002,ferme vanille,105.0,4.0,14.5,14.5,2.5,2.0,4.0,0.1,0.04,2.5,1.0,0.0,1.0,Moderate,Moderate Sugar,No
5201,pollen  grace,5060470841485,mezze houmous  rainbow veg grain bowl,415.0,1736.36,50.0,11.0,17.0,1.7,12.0,1.77,0.708,3.0,3.0,63.1815185546875,0.22,High,Moderate Sugar,No
5203,kirkland,96619885718,unsalted mixed nuts,170.0,711.28,7.0,2.0,15.0,2.0,5.0,0.0,0.0,1.0,12.0,95.0,0.2857142857142857,Moderate,Low Sugar,No
5204,milbona,4056489857334,high protein milchreis  klassik,93.0,389.112,10.8,3.6,2.1,1.4,7.7,0.295,0.118,4.0,1.0,0.0,0.3333333333333333,Low,Low Sugar,Yes
5205,vitamin aqua,5942328201156,pere si afine mg,14.0,60.0,3.2,3.2,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,Low,Low Sugar,Yes
5206,nestle,5900020043641,nesquik,386.0,1634.0,78.9,75.1,3.6,1.6,5.1,0.41,0.164,4.0,8.0,0.0,0.9518377693282635,High,High Sugar,Yes
5209,andros,3045320104127,100 pur jus oranges,41.0,171.544,9.1,9.1,0.1,0.0,0.6,0.0,0.0,1.0,5.0,100.0,1.0,Low,Moderate Sugar,No
5210,ivoria,3250392325664,pate a tartiner,53.4,223.4256,5.7,5.52,3.15,0.6,0.64,0.01,0.004,4.0,25.0,13.0,0.9684210526315788,Low,Moderate Sugar,Yes
5211,bjorg,3229820167398,galettes riz sesame,390.0,1631.76,74.0,0.6,5.6,0.8,9.2,0.275,0.11,3.0,1.0,0.0,0.008108108108108109,High,Low Sugar,No
5212,st hubertst hubert 41,3366321054229,st hubert 41 500 g doux ss hdp,392.0,1614.0,4.4,2.0,41.0,19.0,1.3,0.4,0.16,4.0,13.0,7.0,0.45454545454545453,High,Low Sugar,Yes
5213,carrefour bio carrefour,3270190128519,petit beurre tablette chocolat noir,493.0,2063.0,60.0,35.0,24.0,15.0,7.5,0.4,0.16,3.0,25.0,0.0,0.5833333333333334,High,High Sugar,No
5214,lu mondelez prince,5410041423600,prince gout chocolat,467.0,1955.0,69.0,32.0,17.0,5.6,6.3,0.49,0.196,4.0,19.0,6.2375,0.463768115942029,High,High Sugar,Yes
5215,kambly,7610216210464,flutes aux 3 graines,502.0,2098.0,49.0,3.0,26.0,8.0,15.0,1.3,0.52,4.0,9.0,0.0,0.061224489795918366,High,Low Sugar,Yes
5216,saint louis,3220035150007,etui bec verseur sucre en poudre saint louis sucre 1kg,400.0,1700.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,1.0,High,High Sugar,No
5217,u,3256224234463,lait demiecreme,47.0,196.648,4.8,4.8,1.6,1.0,3.3,0.1,0.04,1.0,-1.0,0.0,1.0,Low,Low Sugar,No
5218,marque repere les croises scamark filiale e leclerc,3564700014646,emmental rape 29 mat gr,371.0,1566.0,0.5,0.5,29.0,20.0,27.0,0.8,0.32,3.0,10.0,0.0,1.0,High,Low Sugar,No
5219,favorina,20037710,panettone classico,359.0,1508.0,54.6,30.4,12.0,7.5,6.8,0.44,0.176,4.0,21.0,23.2,0.5567765567765567,High,High Sugar,Yes
5220,nestle lion,5900020030405,nestle lion barres de cereales 6x25g,398.0,1672.0,62.8,22.5,12.2,5.7,7.3,0.45,0.18,4.0,13.0,0.0,0.3582802547770701,High,High Sugar,Yes
5221,sodebo pastabox,3242272250050,pastabox  tortellini ricotta epinards sauce au parmesan,159.0,685.0,19.0,2.0,5.7,3.1,6.3,0.6,0.24,4.0,5.0,11.0395738718527,0.10526315789473684,Moderate,Low Sugar,Yes
5222,chabrior,3250392550301,pain grille au ble complet  bio,391.0,1628.0,72.0,4.5,4.4,0.5,11.0,1.4,0.56,3.0,7.0,0.0,0.0625,High,Low Sugar,No
5223,rians,3184670001141,la faisselle,76.0,316.0,4.5,4.5,4.5,2.9,4.3,0.16,0.064,3.0,2.0,0.0,1.0,Low,Low Sugar,No
